"FERPA","Student ID","Last Name","First Name","Acad Plan","Acad Plan Descr","Term","Term Description","Career","Class Nbr","Subject","Catalog","Section","Class Description","Component","Class Type","Designation","Academic Level","Term Units","Class Units","Reason","Add Dt","Grade","Gender","Ethnic Grp","Facil ID","Mtg Start","Mtg End","Pat","Instructor ID","Instructor Name","Advisor ID","Advisor Name","Auto Enrol","Auto Enr 2","Comb Sect"
"N","000792074","Quentin","Langosh","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2860","MATH","165","007","Elementary Applied Statistics","DIS","E","GEB4","Freshman","13.000","4.00","Enrolled from Wait List","2020-04-25","B","Male","WHITE","SALZ2024","12:00:00","13:50:00","MW","004719707","Brown, Grace E","001299888","Kooshesh, Ali A","","",""
"N","000792074","Quentin","Langosh","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2860","MATH","165","007","Elementary Applied Statistics","DIS","E","GEB4","Freshman","13.000","4.00","Enrolled from Wait List","2020-04-25","B","Male","WHITE","SALZ2024","12:00:00","13:50:00","MW","004719707","Brown, Grace E","003004643","Rivoire, Suzanne M","","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3683","CS","115","007","Programming I","DIS","E","GEB3","Freshman","14.000","4.00","Enrolled","2020-06-16","A","Male","WHITE","DARW0029","10:45:00","12:00:00","TTH","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","008","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3684","CS","115","008","Programming I","LAB","N","GEB3","Freshman","14.000","0.00","Enrolled","2020-06-16","","Male","WHITE","DARW0028","12:00:00","14:50:00","W","004724647","Paris, Jacob W","001299888","Kooshesh, Ali A","","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2149","ENGL","101","012","Expos Writing&Analytic Reading","DIS","E","GEA2","Freshman","14.000","4.00","Enrolled","2020-06-16","B+","Male","WHITE","NICH0204","08:00:00","09:50:00","TTH","000159918","Zahra, Rim","001299888","Kooshesh, Ali A","","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2595","MATH","161","002","Differential & Integral Calc I","DIS","E","GEB4","Freshman","14.000","4.00","Enrolled","2020-06-16","B","Male","WHITE","SALZ2019","15:00:00","16:50:00","TTH","000019578","Silverman, Jeff W","001299888","Kooshesh, Ali A","","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1914","MUS","390","001","Jazz Orchestra","ACT","E","","Freshman","14.000","1.00","Enrolled","2020-06-16","A","Male","WHITE","GMC1029","19:00:00","21:40:00","W","003249862","Leibinger, Douglas J","001299888","Kooshesh, Ali A","","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1755","MUS","391","001","Concert Jazz Ensemble","ACT","E","","Freshman","14.000","1.00","Enrolled","2020-08-20","B","Male","WHITE","GMC1029","13:00:00","15:40:00","M","003819405","Knudsen, Kasey M","001299888","Kooshesh, Ali A","","",""
"N","002758455","Nicklaus","Lindgren","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1755","MUS","391","001","Concert Jazz Ensemble","ACT","E","","Freshman","14.000","1.00","Enrolled","2020-08-20","B","Male","WHITE","GMC1029","13:00:00","15:40:00","M","004105886","Scott, David L","001299888","Kooshesh, Ali A","","",""
"N","000810050","Kennedy","Fritsch","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3581","CS","210","002","Introduction to Unix","LAB","E","","Sophomore","13.000","1.00","Enrolled","2020-04-24","C-","Male","WHITE","DARW0025","16:00:00","18:50:00","TH","004724647","Paris, Jacob W","001299888","Kooshesh, Ali A","","",""
"N","000810050","Kennedy","Fritsch","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3582","CS","215","003","Programming II","DIS","E","","Sophomore","13.000","4.00","Enrolled","2020-04-24","A-","Male","WHITE","DARW0029","10:45:00","12:00:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","004","",""
"N","000810050","Kennedy","Fritsch","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3583","CS","215","004","Programming II","LAB","N","","Sophomore","13.000","0.00","Enrolled","2020-04-24","","Male","WHITE","DARW0028","14:00:00","16:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","000810050","Kennedy","Fritsch","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1563","ECON","205","002","Intro to Microeconomics","LEC","E","GED1","Sophomore","13.000","4.00","Enrolled","2020-04-24","A","Male","WHITE","COMMONS","10:00:00","11:50:00","TTH","002351783","Riewe, Samual J","001299888","Kooshesh, Ali A","","",""
"N","000810050","Kennedy","Fritsch","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1131","HIST","252","002","History U.S. Since 1865","LEC","E","GED3","Sophomore","13.000","3.00","Enrolled","2020-04-24","C","Male","WHITE","STEV3008","16:00:00","17:15:00","MW","000029250","Miller, Margaret A","001299888","Kooshesh, Ali A","","",""
"N","000810050","Kennedy","Fritsch","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4216","SSCI","299","002","How to Think Like a Social Sci","DIS","E","","Sophomore","13.000","1.00","Enrolled","2020-04-24","B-","Male","WHITE","STEV2001","14:00:00","15:50:00","M","000000403","Buckley, Maureen A","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2019","ENGL","100A","028","First-Year Composition","DIS","E","","Freshman","15.000","3.00","Enrolled","2020-06-23","C-","Male","HISPA","STEV2065","16:00:00","17:15:00","MW","004677158","Marston, Timaree F","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2019","ENGL","100A","028","First-Year Composition","DIS","E","","Freshman","15.000","3.00","Enrolled","2020-06-23","C-","Male","HISPA","STEV2065","16:00:00","17:15:00","MW","004677158","Marston, Timaree F","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4514","MATH","161","008","Differential & Integral Calc I","DIS","E","GEB4","Freshman","15.000","4.00","Enrolled","2020-08-20","F","Male","HISPA","IVES0045","17:00:00","18:50:00","TTH","000019578","Silverman, Jeff W","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4514","MATH","161","008","Differential & Integral Calc I","DIS","E","GEB4","Freshman","15.000","4.00","Enrolled","2020-08-20","F","Male","HISPA","IVES0045","17:00:00","18:50:00","TTH","000019578","Silverman, Jeff W","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1066","PSY","250","001","Introduction to Psychology","LEC","E","GED1","Freshman","15.000","3.00","Enrolled","2020-06-04","A","Male","HISPA","STEV1002","09:20:00","10:35:00","MW","000634184","Najm-Briscoe,Rima G","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1066","PSY","250","001","Introduction to Psychology","LEC","E","GED1","Freshman","15.000","3.00","Enrolled","2020-06-04","A","Male","HISPA","STEV1002","09:20:00","10:35:00","MW","000634184","Najm-Briscoe,Rima G","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","IVES0101","12:00:00","12:50:00","W","000002925","Bozman-Moss,Dennis","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","STEV2075","14:00:00","15:50:00","MW","000002925","Bozman-Moss,Dennis","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","IVES0101","12:00:00","12:50:00","W","000002925","Bozman-Moss,Dennis","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","STEV2075","14:00:00","15:50:00","MW","000002925","Bozman-Moss,Dennis","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","IVES0101","12:00:00","12:50:00","W","000002925","Bozman-Moss,Dennis","001299888","Kooshesh, Ali A","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","STEV2075","14:00:00","15:50:00","MW","000002925","Bozman-Moss,Dennis","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","IVES0101","12:00:00","12:50:00","W","000002925","Bozman-Moss,Dennis","003004643","Rivoire, Suzanne M","","",""
"N","002765467","Eve","Hilll","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3828","UNIV","150A","004","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-04","B+","Male","HISPA","STEV2075","14:00:00","15:50:00","MW","000002925","Bozman-Moss,Dennis","001299888","Kooshesh, Ali A","","",""
"N","000816741","Wiley","Vandervort","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3904","CS","252","003","Intro to Computer Organization","DIS","E","","Junior","9.000","4.00","Enrolled","2020-04-23","A","Male","ASIAN","SALZ2015","10:45:00","12:00:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","004","",""
"N","000816741","Wiley","Vandervort","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3905","CS","252","004","Intro to Computer Organization","LAB","N","","Junior","9.000","0.00","Enrolled","2020-04-23","","Male","ASIAN","DARW0025","13:00:00","15:50:00","F","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","000816741","Wiley","Vandervort","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3906","CS","315","003","Data Structures","DIS","E","","Junior","9.000","4.00","Enrolled","2020-04-23","A-","Male","ASIAN","SALZ2021","10:45:00","12:00:00","TTH","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","","",""
"N","000816741","Wiley","Vandervort","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3907","CS","315","004","Data Structures","LAB","N","","Junior","9.000","0.00","Enrolled","2020-04-23","","Male","ASIAN","DARW0025","17:00:00","19:50:00","W","001729837","Melcon, Noah K","001299888","Kooshesh, Ali A","","",""
"N","000816741","Wiley","Vandervort","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2616","CS","390","001","Computer Science Colloquium","LEC","E","","Junior","9.000","1.00","Enrolled","2020-04-23","CR","Male","ASIAN","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","000831234","Zion","Hyatt","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3287","CS","385","001","Selected Topics Computer Sci","DIS","E","","Senior","11.000","3.00","Enrolled","2020-04-24","A","Male","WHITE","STEV2001","10:00:00","11:50:00","M","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","000831234","Zion","Hyatt","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3964","CS","385","002","Selected Topics Computer Sci","LAB","N","","Senior","11.000","0.00","Enrolled","2020-04-24","","Male","WHITE","DARW0028","10:00:00","11:50:00","W","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","000831234","Zion","Hyatt","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2565","CS","454","001","Theory of Computation","DIS","E","","Senior","11.000","4.00","Enrolled","2020-04-22","B-","Male","WHITE","NICH0173","10:00:00","11:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","000831234","Zion","Hyatt","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1163","PSY","325","001","Social Psychology","LEC","E","GED1","Senior","11.000","4.00","Enrolled","2020-04-22","B","Male","WHITE","STEV3046","08:00:00","09:50:00","MW","000009477","Smith, Heather J","001299888","Kooshesh, Ali A","","",""
"N","002778453","Hobart","Cartwright","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2568","CS","115","003","Programming I","DIS","E","GEB3","Freshman","15.000","4.00","Enrolled","2020-06-04","A-","Female","HISPA","DARW0029","09:20:00","10:35:00","TTH","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","004","",""
"N","002778453","Hobart","Cartwright","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2569","CS","115","004","Programming I","LAB","N","GEB3","Freshman","15.000","0.00","Enrolled","2020-06-04","","Female","HISPA","DARW0028","17:00:00","19:50:00","W","004724647","Paris, Jacob W","001299888","Kooshesh, Ali A","","",""
"N","002778453","Hobart","Cartwright","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4065","ENGL","160A","003","Humanities Learning Community","LEC","E","GE01","Freshman","15.000","4.00","Enrolled","2020-06-04","A-","Female","HISPA","IVES0101","14:00:00","15:50:00","M","002720086","Bryant, Brantley L","001299888","Kooshesh, Ali A","004","",""
"N","002778453","Hobart","Cartwright","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4066","ENGL","160A","004","Humanities Learning Community","DIS","N","GE01","Freshman","15.000","0.00","Enrolled","2020-06-04","","Female","HISPA","NICH0204","16:00:00","17:50:00","M","002720086","Bryant, Brantley L","001299888","Kooshesh, Ali A","","",""
"N","002778453","Hobart","Cartwright","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3118","MATH","165","014","Elementary Applied Statistics","DIS","E","GEB4","Freshman","15.000","4.00","Enrolled","2020-06-04","B-","Female","HISPA","DARW0107","13:00:00","14:50:00","TTH","002765690","Jones, Michieal L","001299888","Kooshesh, Ali A","","",""
"N","002778453","Hobart","Cartwright","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1285","PSY","250","004","Introduction to Psychology","LEC","E","GED1","Freshman","15.000","3.00","Enrolled","2020-06-04","B","Female","HISPA","STEV1002","09:00:00","11:40:00","F","002768693","Maggio-Hucek,Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4143","HIST","202","005","Development of Modern World","LEC","E","GED2","Freshman","15.000","3.00","Enrolled","2020-09-03","C+","Male","BLACKPRF","IH104","17:25:00","18:40:00","TTH","004640550","Hogue, Susan L","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2651","MATH","045","003","Intermediate Algebra","LEC","E","","Freshman","15.000","4.00","Enrolled","2020-08-18","C-","Male","BLACKPRF","COMMONS","08:00:00","09:15:00","TTH","000034125","Murany, Susan","001299888","Kooshesh, Ali A","004","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2652","MATH","045","004","Intermediate Algebra","DIS","N","","Freshman","15.000","0.00","Enrolled","2020-08-18","","Male","BLACKPRF","STEV3038","11:00:00","11:50:00","T","000034125","Murany, Susan","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1154","PSY","250","003","Introduction to Psychology","LEC","E","GED1","Freshman","15.000","3.00","Enrolled","2020-06-09","A-","Male","BLACKPRF","STEV1002","08:00:00","09:15:00","MW","000634184","Najm-Briscoe,Rima G","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3826","UNIV","150A","002","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-09","B-","Male","BLACKPRF","IVES0101","12:00:00","12:50:00","W","002731305","Malpica, Daniel M","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3826","UNIV","150A","002","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-09","B-","Male","BLACKPRF","GMC1057","13:00:00","14:50:00","TTH","002731305","Malpica, Daniel M","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3826","UNIV","150A","002","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-09","B-","Male","BLACKPRF","IVES0101","12:00:00","12:50:00","W","002731305","Malpica, Daniel M","001299888","Kooshesh, Ali A","","",""
"N","002787157","Elena","Volkman","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3826","UNIV","150A","002","FYE:Identity&Global Challenges","SEM","E","","Freshman","15.000","5.00","Enrolled","2020-06-09","B-","Male","BLACKPRF","GMC1057","13:00:00","14:50:00","TTH","002731305","Malpica, Daniel M","001299888","Kooshesh, Ali A","","",""
"N","000834041","Rylan","Rath","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2616","CS","390","001","Computer Science Colloquium","LEC","E","","Senior","16.000","1.00","Enrolled","2020-04-22","CR","Male","WHITE","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","000834041","Rylan","Rath","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2899","CS","450","001","Operating Systems","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-22","A","Male","WHITE","SALZ2021","08:00:00","09:50:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","000834041","Rylan","Rath","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2565","CS","454","001","Theory of Computation","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-22","A-","Male","WHITE","NICH0173","10:00:00","11:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","000834041","Rylan","Rath","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2900","CS","460","001","Programming Languages","DIS","E","","Senior","16.000","4.00","Enrolled","2020-04-22","A","Male","WHITE","SALZ2009A","12:00:00","13:50:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","000834041","Rylan","Rath","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3584","CS","496","004","Senior Research Project","SEM","E","","Senior","16.000","3.00","Enrolled","2020-04-25","A","Male","WHITE","","00:00:00","00:00:00","ARR","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002790308","Jewell","O'Hara","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1945","ENGL","100A","010","First-Year Composition","DIS","E","","Freshman","9.000","3.00","Enrolled","2020-06-11","B-","Male","ASIAN","IH104","14:30:00","15:45:00","MW","004677158","Marston, Timaree F","001299888","Kooshesh, Ali A","","",""
"N","002790308","Jewell","O'Hara","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1029","ENSP","200","001","Global Environmental Issues","LEC","E","GED5","Freshman","9.000","3.00","Enrolled","2020-06-11","C+","Male","ASIAN","STEV1002","13:00:00","14:15:00","TTH","000010075","Peterson, Ervand M","001299888","Kooshesh, Ali A","","",""
"N","002790308","Jewell","O'Hara","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2653","GEOL","105","001","The Age of Dinosaurs","LEC","E","GEB1","Freshman","9.000","3.00","Enrolled","2020-06-11","C","Male","ASIAN","STEV1002","13:00:00","14:15:00","MW","002762375","Myers, Nicole R","001299888","Kooshesh, Ali A","","",""
"N","002790308","Jewell","O'Hara","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3634","MATH","161X","001","Different & Integral Calc 1 Ex","LEC","E","GEB4","Freshman","9.000","6.00","Withdrawn from Class","2020-06-11","W","Male","ASIAN","STEV2006","09:25:00","12:00:00","TTH","000004277","Chan, Jean B","001299888","Kooshesh, Ali A","","",""
"N","002808348","Dee","Zemlak","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3582","CS","215","003","Programming II","DIS","E","","Sophomore","15.000","4.00","Enrolled from Wait List","2020-07-24","F","Male","WHITE","DARW0029","10:45:00","12:00:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","004","",""
"N","002808348","Dee","Zemlak","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3583","CS","215","004","Programming II","LAB","N","","Sophomore","15.000","0.00","Enrolled from Wait List","2020-07-24","","Male","WHITE","DARW0028","14:00:00","16:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","002808348","Dee","Zemlak","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2940","CS","242","001","Discrete Structures for CS","DIS","E","","Sophomore","15.000","4.00","Enrolled from Wait List","2020-07-24","F","Male","WHITE","DARW0029","12:00:00","13:50:00","MW","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","002808348","Dee","Zemlak","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","4143","HIST","202","005","Development of Modern World","LEC","E","GED2","Sophomore","15.000","3.00","Enrolled from Wait List","2020-07-24","WU","Male","WHITE","IH104","17:25:00","18:40:00","TTH","004640550","Hogue, Susan L","001299888","Kooshesh, Ali A","","",""
"N","002808348","Dee","Zemlak","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2618","PHYS","209A","002","General Physics Lab","LAB","E","GEB1","Sophomore","15.000","1.00","Enrolled","2020-07-24","WU","Male","WHITE","DARW0308","16:00:00","18:40:00","M","000011245","Delcorral, Joanne L","001299888","Kooshesh, Ali A","","",""
"N","002808348","Dee","Zemlak","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2530","PHYS","210A","001","General Physics","DIS","E","GEB1","Sophomore","15.000","3.00","Enrolled","2020-07-24","F","Male","WHITE","DARW0103","10:45:00","12:00:00","TTH","002500802","Farriss II,Carl W","001299888","Kooshesh, Ali A","","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2829","BIOL","115","002","Introduction to Biology","LEC","E","GEB2","Freshman","15.000","3.00","Enrolled","2020-06-25","B+","Female","HISPA","IVES0101","08:00:00","09:15:00","TTH","004411906","Khudyakov, Jane I","001299888","Kooshesh, Ali A","","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1563","ECON","205","002","Intro to Microeconomics","LEC","E","GED1","Freshman","15.000","4.00","Enrolled","2020-08-02","B-","Female","HISPA","COMMONS","10:00:00","11:50:00","TTH","002351783","Riewe, Samual J","001299888","Kooshesh, Ali A","","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3307","MATH","160","002","Precalculus Mathematics","DIS","E","GEB4","Freshman","15.000","4.00","Enrolled","2020-06-25","C+","Female","HISPA","SALZ2023","10:00:00","11:50:00","MW","000029991","Mogannam, Laurice F","001299888","Kooshesh, Ali A","","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2215","THAR","160A","005","Humanities Learning Community","LEC","E","GE01","Freshman","15.000","4.00","Enrolled","2020-06-25","A","Female","HISPA","IVES0101","14:00:00","15:50:00","W","003249836","Horstein, Scott A","001299888","Kooshesh, Ali A","006","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2215","THAR","160A","005","Humanities Learning Community","LEC","E","GE01","Freshman","15.000","4.00","Enrolled","2020-06-25","A","Female","HISPA","IVES0101","14:00:00","15:50:00","W","002495407","Ott, Doyle W","001299888","Kooshesh, Ali A","006","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2215","THAR","160A","005","Humanities Learning Community","LEC","E","GE01","Freshman","15.000","4.00","Enrolled","2020-06-25","A","Female","HISPA","IVES0101","14:00:00","15:50:00","W","003540269","Cali, Christine M","001299888","Kooshesh, Ali A","006","",""
"N","002811281","Angelo","Cormier","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","2216","THAR","160A","006","Humanities Learning Community","DIS","N","GE01","Freshman","15.000","0.00","Enrolled","2020-06-25","","Female","HISPA","SALZ2020","16:00:00","17:50:00","M","003540269","Cali, Christine M","001299888","Kooshesh, Ali A","","",""
"N","000844839","Mylene","Fay","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3628","CS","355","001","Database Mgt System Design","DIS","E","","Junior","16.000","4.00","Enrolled from Wait List","2020-04-23","A","Male","WHITE","DARW0029","14:00:00","15:50:00","MW","001094553","Haderman Jr,Michael D","001299888","Kooshesh, Ali A","","",""
"N","000844839","Mylene","Fay","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3908","CS","415","001","Algorithm Analysis","DIS","E","","Junior","16.000","4.00","Enrolled","2020-04-23","A-","Male","WHITE","SALZ2023","14:00:00","15:50:00","TTH","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","","",""
"N","000844839","Mylene","Fay","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1711","GER","101","001","1st Semester-The Personal Wrld","DIS","E","GEC3","Junior","16.000","4.00","Enrolled","2020-04-23","A","Male","WHITE","STEV1028","17:00:00","18:50:00","TTH","001621118","Foley-Beining,Kathleen","001299888","Kooshesh, Ali A","","",""
"N","000844839","Mylene","Fay","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1699","GER","101L","001","Language Laboratory","SUP","E","","Junior","16.000","1.00","Enrolled","2020-08-28","CR","Male","WHITE","","00:00:00","00:00:00","ARR","001621118","Foley-Beining,Kathleen","001299888","Kooshesh, Ali A","","",""
"N","000844839","Mylene","Fay","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","1060","HIST","201","001","Foundations World Civilization","LEC","E","GED2","Junior","16.000","3.00","Enrolled","2020-04-23","A","Male","WHITE","IH104","17:25:00","18:40:00","MW","004699791","Spanier, Ethan A","001299888","Kooshesh, Ali A","","",""
"N","000854290","Kieran","Towne","CS-BS","Computer Science (BS)","2147","Fall 2014","UGRD","3077","CS","252","001","Intro to Computer Organization","DIS","E","","Junior","15.000","4.00","Enrolled","2020-04-21","A-","Male","WHITE","SALZ2015","10:45:00","12:00:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
